"id","Model","est_beta0","est_beta1","est_beta2","Design","Covar","ValProp","Truth"
1,"X1",0.0139387676711877,-0.000710796767335433,0.0816539506159387,"SRS","Dependent Covariates (Equal Covariance)",0.1,0
1,"X2",0.921712637440125,0.863696147373648,0.497928719943509,"SRS","Dependent Covariates (Equal Covariance)",0.1,1
1,"X3",2.05729321886998,-0.0928473324068993,0.378306272025341,"SRS","Dependent Covariates (Equal Covariance)",0.1,0
1,"X4",3.00943237942193,-0.0208866351362902,0.541611644748419,"SRS","Dependent Covariates (Equal Covariance)",0.1,0
1,"X5",4.0103370620074,0.0637847126566372,0.38264912415906,"SRS","Dependent Covariates (Equal Covariance)",0.1,0
2,"X1",0.0222686354120665,0.00932789271807417,-0.017150432066221,"SRS","Dependent Covariates (Equal Covariance)",0.1,0
2,"X2",0.863634108791999,0.997819479815691,0.188921315199676,"SRS","Dependent Covariates (Equal Covariance)",0.1,1
2,"X3",2.05531929525908,0.0691937149761691,0.233014635833346,"SRS","Dependent Covariates (Equal Covariance)",0.1,0
2,"X4",2.98907336665805,-0.0192421480154612,0.353407409251772,"SRS","Dependent Covariates (Equal Covariance)",0.1,0
2,"X5",4.00384941939312,-0.0471118654865991,0.543304581541706,"SRS","Dependent Covariates (Equal Covariance)",0.1,0
3,"X1",0.0650790259265448,-0.013559895810935,0.0788963025106378,"SRS","Dependent Covariates (Equal Covariance)",0.1,0
3,"X2",1.04103462900321,1.02045188148188,0.0408152510212145,"SRS","Dependent Covariates (Equal Covariance)",0.1,1
3,"X3",1.98505883250603,0.0273810788197758,0.166868255884559,"SRS","Dependent Covariates (Equal Covariance)",0.1,0
3,"X4",2.97339955700569,0.0122062430901427,0.425334906747227,"SRS","Dependent Covariates (Equal Covariance)",0.1,0
3,"X5",3.96173352681067,0.105670195428946,0.422103567659483,"SRS","Dependent Covariates (Equal Covariance)",0.1,0
4,"X1",-0.0495200355551974,0.0755974138155292,0.00575749814743046,"SRS","Dependent Covariates (Equal Covariance)",0.1,0
4,"X2",1.05773141057607,1.03179565877717,-0.189636787433547,"SRS","Dependent Covariates (Equal Covariance)",0.1,1
4,"X3",1.98190040005506,0.00241231089442666,0.275762314956791,"SRS","Dependent Covariates (Equal Covariance)",0.1,0
4,"X4",3.00718991857568,-0.0397390238848497,0.409484093010416,"SRS","Dependent Covariates (Equal Covariance)",0.1,0
4,"X5",3.97221844632202,-0.042655108928821,0.517759652692913,"SRS","Dependent Covariates (Equal Covariance)",0.1,0
5,"X1",0.0215790199961205,-0.0160998384786232,0.0334825335833787,"SRS","Dependent Covariates (Equal Covariance)",0.1,0
5,"X2",1.12971104689631,1.15552403521931,0.0327692157196858,"SRS","Dependent Covariates (Equal Covariance)",0.1,1
5,"X3",1.98119316944087,-0.000610134820818174,0.299733695081228,"SRS","Dependent Covariates (Equal Covariance)",0.1,0
5,"X4",2.97445549101395,-0.0546308664660455,0.514248997797543,"SRS","Dependent Covariates (Equal Covariance)",0.1,0
5,"X5",4.03267995169945,-0.0326181266059779,0.510175720606635,"SRS","Dependent Covariates (Equal Covariance)",0.1,0
6,"X1",0.0789528884295259,-0.0384752730316963,0.100675197258398,"SRS","Dependent Covariates (Equal Covariance)",0.1,0
6,"X2",1.04950637559592,0.972736744678672,0.226432061929657,"SRS","Dependent Covariates (Equal Covariance)",0.1,1
6,"X3",1.96337017898964,-0.056747785207644,0.390735866413037,"SRS","Dependent Covariates (Equal Covariance)",0.1,0
6,"X4",3.0455730062266,-0.0201802696281633,0.402719758558416,"SRS","Dependent Covariates (Equal Covariance)",0.1,0
6,"X5",4.06437911718564,-0.00520221168812034,0.444174048157945,"SRS","Dependent Covariates (Equal Covariance)",0.1,0
